x_0.000000,4.000000,0.000000
x_0.005000,4.000928,0.371213
x_0.010000,4.003714,0.743572
x_0.015000,4.008366,1.117650
x_0.020000,4.014894,1.494011
x_0.025000,4.023311,1.873199
x_0.030000,4.033632,2.255742
x_0.035000,4.045875,2.642148
x_0.040000,4.060061,3.032897
x_0.045000,4.076212,3.428439
x_0.050000,4.094354,3.829191
x_0.055000,4.114513,4.235532
x_0.060000,4.136719,4.647793
x_0.065000,4.161001,5.066256
x_0.070000,4.187392,5.491145
x_0.075000,4.215924,5.922619
x_0.080000,4.246629,6.360761
x_0.085000,4.279543,6.805575
x_0.090000,4.314696,7.256972
x_0.095000,4.352123,7.714762
x_0.100000,4.391854,8.178644
x_0.105000,4.433919,8.648191
x_0.110000,4.478344,9.122848
x_0.115000,4.525155,9.601913
x_0.120000,4.574370,10.084529
x_0.125000,4.626004,10.569679
x_0.130000,4.680069,11.056173
x_0.135000,4.736566,11.542641
x_0.140000,4.795492,12.027536
x_0.145000,4.856836,12.509125
x_0.150000,4.920575,12.985495
x_0.155000,4.986679,13.454562
x_0.160000,5.055105,13.914080
x_0.165000,5.125799,14.361656
x_0.170000,5.198697,14.794779
x_0.175000,5.273719,15.210842
x_0.180000,5.350773,15.607183
x_0.185000,5.429753,15.981119
x_0.190000,5.510542,16.329999
x_0.195000,5.593007,16.651247
x_0.200000,5.677004,16.942418
x_0.205000,5.762377,17.201253
x_0.210000,5.848960,17.425731
x_0.215000,5.936575,17.614122
x_0.220000,6.025038,17.765033
x_0.225000,6.114161,17.877447
x_0.230000,6.203748,17.950760
x_0.235000,6.293603,17.984798
x_0.240000,6.383531,17.979831
x_0.245000,6.473337,17.936574
x_0.250000,6.562834,17.856174
x_0.255000,6.651840,17.740187
x_0.260000,6.740180,17.590550
x_0.265000,6.827693,17.409533
x_0.270000,6.914227,17.199698
x_0.275000,6.999646,16.963847
x_0.280000,7.083827,16.704960
x_0.285000,7.166663,16.426151
x_0.290000,7.248061,16.130607
x_0.295000,7.327946,15.821537
x_0.300000,7.406259,15.502134
x_0.305000,7.482956,15.175523
x_0.310000,7.558008,14.844736
x_0.315000,7.631401,14.512676
x_0.320000,7.703137,14.182100
x_0.325000,7.773229,13.855599
x_0.330000,7.841704,13.535590
x_0.335000,7.908599,13.224307
x_0.340000,7.973965,12.923805
x_0.345000,8.037858,12.635960
x_0.350000,8.100348,12.362471
x_0.355000,8.161510,12.104879
x_0.360000,8.221426,11.864565
x_0.365000,8.280186,11.642774
x_0.370000,8.337886,11.440616
x_0.375000,8.394627,11.259089
x_0.380000,8.450513,11.099089
x_0.385000,8.505655,10.961419
x_0.390000,8.560166,10.846810
x_0.395000,8.614162,10.755927
x_0.400000,8.667765,10.689383
x_0.405000,8.721098,10.647749
x_0.410000,8.774285,10.631566
x_0.415000,8.827457,10.641349
x_0.420000,8.880743,10.677602
x_0.425000,8.934278,10.740816
x_0.430000,8.988197,10.831482
x_0.435000,9.042639,10.950088
x_0.440000,9.097745,11.097127
x_0.445000,9.153659,11.273094
x_0.450000,9.210525,11.478489
x_0.455000,9.268493,11.713809
x_0.460000,9.327714,11.979545
x_0.465000,9.388340,12.276176
x_0.470000,9.450528,12.604158
x_0.475000,9.514435,12.963906
x_0.480000,9.580221,13.355785
x_0.485000,9.648047,13.780081
x_0.490000,9.718076,14.236982
x_0.495000,9.790471,14.726544
x_0.500000,9.865395,15.248659
x_0.505000,9.943011,15.803015
x_0.510000,10.023478,16.389050
x_0.515000,10.106953,17.005905
x_0.520000,10.193587,17.652366
x_0.525000,10.283523,18.326812
x_0.530000,10.376898,19.027153
x_0.535000,10.473834,19.750776
x_0.540000,10.574439,20.494484
x_0.545000,10.678806,21.254455
x_0.550000,10.787004,22.026207
x_0.555000,10.899079,22.804575
x_0.560000,11.015051,23.583726
x_0.565000,11.134907,24.357184
x_0.570000,11.258601,25.117912
x_0.575000,11.386052,25.858415
x_0.580000,11.517139,26.570896
x_0.585000,11.651701,27.247454
x_0.590000,11.789541,27.880320
x_0.595000,11.930419,28.462124
x_0.600000,12.074065,28.986185
x_0.605000,12.220175,29.446803
x_0.610000,12.368420,29.839541
x_0.615000,12.518453,30.161471
x_0.620000,12.669915,30.411368
x_0.625000,12.822447,30.589839
x_0.630000,12.975698,30.699369
x_0.635000,13.129333,30.744290
x_0.640000,13.283043,30.730658
x_0.645000,13.436555,30.666071
x_0.650000,13.589634,30.559422
x_0.655000,13.742095,30.420609
x_0.660000,13.893804,30.260236
x_0.665000,14.044680,30.089300
x_0.670000,14.194698,29.918896
x_0.675000,14.343888,29.759954
x_0.680000,14.492334,29.622996
x_0.685000,14.640171,29.517944
x_0.690000,14.787582,29.453954
x_0.695000,14.934793,29.439281
x_0.700000,15.082069,29.481182
x_0.705000,15.229709,29.585817
x_0.710000,15.378040,29.758179
x_0.715000,15.527410,30.002009
x_0.720000,15.678184,30.319725
x_0.725000,15.830732,30.712325
x_0.730000,15.985431,31.179293
x_0.735000,16.142646,31.718489
x_0.740000,16.302730,32.326037
x_0.745000,16.466011,32.996222
x_0.750000,16.632784,33.721408
x_0.755000,16.803301,34.491994
x_0.760000,16.977760,35.296438
x_0.765000,17.156299,36.121372
x_0.770000,17.338983,36.951833
x_0.775000,17.525800,37.771636
x_0.780000,17.716654,38.563894
x_0.785000,17.911365,39.311691
x_0.790000,18.109670,39.998878
x_0.795000,18.311228,40.610953
x_0.800000,18.515634,41.135958
x_0.805000,18.722428,41.565307
x_0.810000,18.931120,41.894476
x_0.815000,19.141205,42.123455
x_0.820000,19.352195,42.256921
x_0.825000,19.563631,42.304102
x_0.830000,19.775114,42.278343
x_0.835000,19.986320,42.196415
x_0.840000,20.197016,42.077639
x_0.845000,20.407070,41.942904
x_0.850000,20.616455,41.813665
x_0.855000,20.825251,41.710970
x_0.860000,21.033642,41.654593
x_0.865000,21.241904,41.662268
x_0.870000,21.450396,41.749050
x_0.875000,21.659546,41.926785
x_0.880000,21.869830,42.203683
x_0.885000,22.081755,42.583960
x_0.890000,22.295842,43.067560
x_0.895000,22.512596,43.649955
x_0.900000,22.732491,44.322034
x_0.905000,22.955943,45.070129
x_0.910000,23.183289,45.876237
x_0.915000,23.414766,46.718481
x_0.920000,23.650493,47.571889
x_0.925000,23.890459,48.409519
x_0.930000,24.134516,49.203929
x_0.935000,24.382382,49.928943
x_0.940000,24.633651,50.561582
x_0.945000,24.887814,51.083975
x_0.950000,25.144288,51.485033
x_0.955000,25.402456,51.761646
x_0.960000,25.661706,51.919236
x_0.965000,25.921473,51.971555
x_0.970000,26.181281,51.939752
x_0.975000,26.440775,51.850808
x_0.980000,26.699745,51.735545
x_0.985000,26.958140,51.626423
x_0.990000,27.216072,51.555326
x_0.995000,27.473806,51.551525
x_1.000000,27.731742,51.639896
x_1.005000,27.990391,51.839461
x_1.010000,28.250342,52.162243
x_1.015000,28.512226,52.612459
x_1.020000,28.776673,53.186021
x_1.025000,29.044272,53.870409
x_1.030000,29.315528,54.644968
x_1.035000,29.590825,55.481729
x_1.040000,29.870393,56.346856
x_1.045000,30.154279,57.202773
x_1.050000,30.442341,58.010965
x_1.055000,30.734248,58.735275
x_1.060000,31.029502,59.345419
x_1.065000,31.327476,59.820262
x_1.070000,31.627463,60.150391
x_1.075000,31.928744,60.339520
x_1.080000,32.230650,60.404474
x_1.085000,32.532628,60.373702
x_1.090000,32.834290,60.284523
x_1.095000,33.135447,60.179528
x_1.100000,33.436132,60.102581
x_1.105000,33.736589,60.094892
x_1.110000,34.037255,60.191491
x_1.115000,34.338722,60.418321
x_1.120000,34.641681,60.790058
x_1.125000,34.946868,61.308717
x_1.130000,35.254995,61.963088
x_1.135000,35.566686,62.729109
x_1.140000,35.882414,63.571295
x_1.145000,36.202452,64.445341
x_1.150000,36.526838,65.301955
x_1.155000,36.855360,66.091748
x_1.160000,37.187570,66.770773
x_1.165000,37.522827,67.306018
x_1.170000,37.860360,67.679966
x_1.175000,38.199358,67.893385
x_1.180000,38.539058,67.965723
x_1.185000,38.878839,67.932989
x_1.190000,39.218292,67.843432
x_1.195000,39.557270,67.751751
x_1.200000,39.895898,67.712729
x_1.205000,40.234567,67.775093
x_1.210000,40.573881,67.976245
x_1.215000,40.914598,68.338246
x_1.220000,41.257540,68.865263
x_1.225000,41.603503,69.542659
x_1.230000,41.953164,70.337850
x_1.235000,42.306999,71.203119
x_1.240000,42.665216,72.080451
x_1.245000,43.027721,72.908236
x_1.250000,43.394119,73.629259
x_1.255000,43.763760,74.198931
x_1.260000,44.135813,74.592340
x_1.265000,44.509386,74.808675
x_1.270000,44.883643,74.871971
x_1.275000,45.257926,74.827907
x_1.280000,45.631844,74.737228
x_1.285000,46.005332,74.667044
x_1.290000,46.378656,74.681485
x_1.295000,46.752377,74.833080
x_1.300000,47.127274,75.155835
x_1.305000,47.504241,75.660626
x_1.310000,47.884162,76.333288
x_1.315000,48.267791,77.135665
x_1.320000,48.655639,78.009806
x_1.325000,49.047892,78.885295
x_1.330000,49.444372,79.689239
x_1.335000,49.844557,80.357723
x_1.340000,50.247648,80.846824
x_1.345000,50.652698,81.140903
x_1.350000,51.058757,81.256138
x_1.355000,51.465036,81.238303
x_1.360000,51.871030,81.155151
x_1.365000,52.276609,81.085033
x_1.370000,52.682030,81.104031
x_1.375000,53.087902,81.273837
x_1.380000,53.495085,81.632099
x_1.385000,53.904552,82.186351
x_1.390000,54.317236,82.912188
x_1.395000,54.733872,83.756078
x_1.400000,55.154869,84.642909
x_1.405000,55.580231,85.487838
x_1.410000,56.009544,86.211062
x_1.415000,56.442037,86.753007
