x_0.000000,-5.500000,0.000000
x_0.005000,-5.500860,-0.342946
x_0.010000,-5.503420,-0.680006
x_0.015000,-5.507649,-1.010668
x_0.020000,-5.513515,-1.334432
x_0.025000,-5.520981,-1.650807
x_0.030000,-5.530010,-1.959311
x_0.035000,-5.540560,-2.259468
x_0.040000,-5.552590,-2.550810
x_0.045000,-5.566053,-2.832874
x_0.050000,-5.580902,-3.105201
x_0.055000,-5.597088,-3.367340
x_0.060000,-5.614558,-3.618845
x_0.065000,-5.633258,-3.859279
x_0.070000,-5.653132,-4.088211
x_0.075000,-5.674120,-4.305224
x_0.080000,-5.696163,-4.509910
x_0.085000,-5.719198,-4.701879
x_0.090000,-5.743160,-4.880755
x_0.095000,-5.767983,-5.046185
x_0.100000,-5.793599,-5.197836
x_0.105000,-5.819938,-5.335403
x_0.110000,-5.846929,-5.458608
x_0.115000,-5.874500,-5.567205
x_0.120000,-5.902577,-5.660985
x_0.125000,-5.931085,-5.739772
x_0.130000,-5.959949,-5.803432
x_0.135000,-5.989094,-5.851874
x_0.140000,-6.018442,-5.885047
x_0.145000,-6.047919,-5.902950
x_0.150000,-6.077446,-5.905624
x_0.155000,-6.106950,-5.893160
x_0.160000,-6.136353,-5.865696
x_0.165000,-6.165582,-5.823415
x_0.170000,-6.194563,-5.766550
x_0.175000,-6.223224,-5.695377
x_0.180000,-6.251493,-5.610217
x_0.185000,-6.279303,-5.511432
x_0.190000,-6.306586,-5.399426
x_0.195000,-6.333276,-5.274639
x_0.200000,-6.359311,-5.137546
x_0.205000,-6.384632,-4.988654
x_0.210000,-6.409179,-4.828497
x_0.215000,-6.432899,-4.657636
x_0.220000,-6.455739,-4.476654
x_0.225000,-6.477650,-4.286151
x_0.230000,-6.498585,-4.086744
x_0.235000,-6.518503,-3.879063
x_0.240000,-6.537363,-3.663745
x_0.245000,-6.555129,-3.441437
x_0.250000,-6.571767,-3.212788
x_0.255000,-6.587247,-2.978447
x_0.260000,-6.601543,-2.739067
x_0.265000,-6.614631,-2.495293
x_0.270000,-6.626490,-2.247771
x_0.275000,-6.637103,-1.997137
x_0.280000,-6.646457,-1.744022
x_0.285000,-6.654540,-1.489050
x_0.290000,-6.661346,-1.232834
x_0.295000,-6.666868,-0.975978
x_0.300000,-6.671105,-0.719076
x_0.305000,-6.674059,-0.462712
x_0.310000,-6.675734,-0.207457
x_0.315000,-6.676137,0.046126
x_0.320000,-6.675277,0.297489
x_0.325000,-6.673166,0.546094
x_0.330000,-6.669821,0.791413
x_0.335000,-6.665259,1.032934
x_0.340000,-6.659499,1.270154
x_0.345000,-6.652565,1.502585
x_0.350000,-6.644482,1.729751
x_0.355000,-6.635277,1.951188
x_0.360000,-6.624980,2.166449
x_0.365000,-6.613624,2.375100
x_0.370000,-6.601241,2.576723
x_0.375000,-6.587869,2.770917
x_0.380000,-6.573545,2.957296
x_0.385000,-6.558309,3.135495
x_0.390000,-6.542204,3.305168
x_0.395000,-6.525273,3.465989
x_0.400000,-6.507560,3.617654
x_0.405000,-6.489112,3.759883
x_0.410000,-6.469977,3.892418
x_0.415000,-6.450204,4.015030
x_0.420000,-6.429843,4.127515
x_0.425000,-6.408946,4.229696
x_0.430000,-6.387564,4.321426
x_0.435000,-6.365749,4.402588
x_0.440000,-6.343556,4.473094
x_0.445000,-6.321036,4.532890
x_0.450000,-6.298245,4.581950
x_0.455000,-6.275235,4.620282
x_0.460000,-6.252060,4.647925
x_0.465000,-6.228773,4.664949
x_0.470000,-6.205428,4.671457
x_0.475000,-6.182076,4.667580
x_0.480000,-6.158769,4.653482
x_0.485000,-6.135558,4.629352
x_0.490000,-6.112492,4.595408
x_0.495000,-6.089620,4.551897
x_0.500000,-6.066988,4.499086
x_0.505000,-6.044644,4.437267
x_0.510000,-6.022630,4.366754
x_0.515000,-6.000990,4.287879
x_0.520000,-5.979765,4.200993
x_0.525000,-5.958993,4.106459
x_0.530000,-5.938712,4.004658
x_0.535000,-5.918958,3.895979
x_0.540000,-5.899763,3.780821
x_0.545000,-5.881160,3.659591
x_0.550000,-5.863177,3.532702
x_0.555000,-5.845842,3.400570
x_0.560000,-5.829179,3.263613
x_0.565000,-5.813213,3.122250
x_0.570000,-5.797963,2.976900
x_0.575000,-5.783450,2.827978
x_0.580000,-5.769689,2.675896
x_0.585000,-5.756695,2.521062
x_0.590000,-5.744482,2.363879
x_0.595000,-5.733060,2.204741
x_0.600000,-5.722437,2.044037
x_0.605000,-5.712621,1.882149
x_0.610000,-5.703617,1.719449
x_0.615000,-5.695428,1.556300
x_0.620000,-5.688054,1.393058
x_0.625000,-5.681497,1.230068
x_0.630000,-5.675753,1.067668
x_0.635000,-5.670819,0.906183
x_0.640000,-5.666689,0.745933
x_0.645000,-5.663357,0.587224
x_0.650000,-5.660814,0.430357
x_0.655000,-5.659050,0.275620
x_0.660000,-5.658053,0.123294
x_0.665000,-5.657812,-0.026350
x_0.670000,-5.658312,-0.173050
